Year,Series,Series Label,Economy,Economy Label,Flow,Flow Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Percentage of imports,Percentage of imports Footnote,Percentage of Gross Domestic Product,Percentage of Gross Domestic Product Footnote,Normalized trade balance,Normalized trade balance Footnote
2005,2102,"Trade in services by category and by partner - BPM6",0000,"World",14,"Balance",53999.422,,2.05832,,0.11365,,0.0102,
2005,2102,"Trade in services by category and by partner - BPM6",008,"Albania",14,"Balance",-116.24,,-8.40559,,-1.4436,,-0.0439,
2005,2102,"Trade in services by category and by partner - BPM6",012,"Algeria",14,"Balance",-2316,,-48.0199,,-2.24422,,-0.316,
2005,2102,"Trade in services by category and by partner - BPM6",024,"Angola",14,"Balance",-6614.155,,-97.39618,,-17.89018,,-0.9492,
2005,2102,"Trade in services by category and by partner - BPM6",028,"Antigua and Barbuda",14,"Balance",235.233,,103.46006,,22.99526,,0.3409,
2005,2102,"Trade in services by category and by partner - BPM6",031,"Azerbaijan",14,"Balance",-1917.34,,-72.11298,,-14.47549,,-0.5639,
2005,2102,"Trade in services by category and by partner - BPM6",032,"Argentina",14,"Balance",-1038.83,,-13.85681,,-0.5178,,-0.0744,
2005,2102,"Trade in services by category and by partner - BPM6",036,"Australia",14,"Balance",-830.1,,-2.51113,,-0.10909,,-0.0127,
2005,2102,"Trade in services by category and by partner - BPM6",040,"Austria",14,"Balance",9478.9,,29.63767,,2.99997,,0.1291,
2005,2102,"Trade in services by category and by partner - BPM6",044,"Bahamas",14,"Balance",1224.49,,95.1866,,12.44881,,0.3225,
2005,2102,"Trade in services by category and by partner - BPM6",048,"Bahrain",14,"Balance",1738.68,,122.76906,,10.88803,,0.3804,
2005,2102,"Trade in services by category and by partner - BPM6",050,"Bangladesh",14,"Balance",-867.582,,-36.69185,,-1.50548,,-0.2247,
2005,2102,"Trade in services by category and by partner - BPM6",051,"Armenia",14,"Balance",-147.921,,-25.58873,,-2.8305,,-0.1467,
2005,2102,"Trade in services by category and by partner - BPM6",052,"Barbados",14,"Balance",732.293,,140.22477,,18.60731,,0.4122,
2005,2102,"Trade in services by category and by partner - BPM6",056,"Belgium",14,"Balance",5090.892,,9.40398,,1.32038,,0.0449,
2005,2102,"Trade in services by category and by partner - BPM6",064,"Bhutan",14,"Balance",-85.379,,-66.77654,,-10.42641,,-0.5012,
2005,2102,"Trade in services by category and by partner - BPM6",068,"Bolivia (Plurinational State of)",14,"Balance",-24.788,,-3.63485,,-0.25958,,-0.0185,
2005,2102,"Trade in services by category and by partner - BPM6",070,"Bosnia and Herzegovina",14,"Balance",553.386,,127.05015,,4.93091,,0.3885,
2005,2102,"Trade in services by category and by partner - BPM6",072,"Botswana",14,"Balance",237.51,,39.98471,,2.39154,,0.1666,
2005,2102,"Trade in services by category and by partner - BPM6",076,"Brazil",14,"Balance",-8029.469,"Estimated",-34.21002,"Estimated",-0.90053,"Estimated",-0.2063,"Estimated"
2005,2102,"Trade in services by category and by partner - BPM6",084,"Belize",14,"Balance",148.16,,93.30445,,13.44414,,0.3181,
2005,2102,"Trade in services by category and by partner - BPM6",090,"Solomon Islands",14,"Balance",-16.561,,-28.56046,,-3.85598,,-0.1666,
2005,2102,"Trade in services by category and by partner - BPM6",096,"Brunei Darussalam",14,"Balance",-494.017,,-44.50082,,-4.67762,,-0.2862,
2005,2102,"Trade in services by category and by partner - BPM6",104,"Myanmar",14,"Balance",-216.319,,-43.51689,,-1.81311,,-0.2781,
2005,2102,"Trade in services by category and by partner - BPM6",108,"Burundi",14,"Balance",-99.288,,-74.05106,,-8.88797,,-0.5879,
2005,2102,"Trade in services by category and by partner - BPM6",1100,"Developed economies",14,"Balance",195811.24,,10.78198,,0.55586,,0.0512,
2005,2102,"Trade in services by category and by partner - BPM6",112,"Belarus",14,"Balance",1201.3,,105.28484,,3.84638,,0.3449,
2005,2102,"Trade in services by category and by partner - BPM6",1120,"Developed economies: America",14,"Balance",61819.7,,16.3477,,0.43229,,0.0756,
2005,2102,"Trade in services by category and by partner - BPM6",1130,"Developed economies: Asia",14,"Balance",-33989.8,,-22.16238,,-0.69396,,-0.1246,
2005,2102,"Trade in services by category and by partner - BPM6",1140,"Developed economies: Europe",14,"Balance",167071.64,,13.43972,,1.10197,,0.063,
2005,2102,"Trade in services by category and by partner - BPM6",1150,"Developed economies: Oceania",14,"Balance",909.7,,2.19438,,0.10389,,0.0109,
2005,2102,"Trade in services by category and by partner - BPM6",116,"Cambodia",14,"Balance",476.301,,74.21273,,7.56869,,0.2706,
2005,2102,"Trade in services by category and by partner - BPM6",120,"Cameroon",14,"Balance",-493.27,,-33.70284,,-2.74893,,-0.2027,
2005,2102,"Trade in services by category and by partner - BPM6",1200,"Developing economies",14,"Balance",-127267.479,,-17.21161,,-1.12785,,-0.0942,
2005,2102,"Trade in services by category and by partner - BPM6",1210,"Developing economies: Africa",14,"Balance",-15422.551,,-20.04296,,-1.36773,,-0.1114,
2005,2102,"Trade in services by category and by partner - BPM6",1220,"Developing economies: America",14,"Balance",-3808.125,,-3.9192,,-0.13717,,-0.02,
2005,2102,"Trade in services by category and by partner - BPM6",1230,"Developing economies: Asia",14,"Balance",-107474.056,,-19.13352,,-1.46112,,-0.1058,
2005,2102,"Trade in services by category and by partner - BPM6",124,"Canada",14,"Balance",-4442.3,,-6.73786,,-0.37867,,-0.0349,
2005,2102,"Trade in services by category and by partner - BPM6",1250,"Developing economies: Oceania",14,"Balance",-562.746,,-15.59289,,-2.2784,,-0.0846,
2005,2102,"Trade in services by category and by partner - BPM6",1300,"Transition economies",14,"Balance",-14544.34,,-21.40531,,-1.35716,,-0.1199,
2005,2102,"Trade in services by category and by partner - BPM6",132,"Cabo Verde",14,"Balance",62.056,,28.90749,,5.61393,,0.1263,
2005,2102,"Trade in services by category and by partner - BPM6",140,"Central African Republic",14,"Balance",-61.236,,-58.09352,,-4.33435,,-0.4094,
2005,2102,"Trade in services by category and by partner - BPM6",144,"Sri Lanka",14,"Balance",-1346.257,"Estimated",-46.6416,"Estimated",-4.81977,"Estimated",-0.3041,"Estimated"
2005,2102,"Trade in services by category and by partner - BPM6",148,"Chad",14,"Balance",-1459.046,,-93.11555,,-21.84,,-0.8712,
2005,2102,"Trade in services by category and by partner - BPM6",152,"Chile",14,"Balance",-533.9,,-7.09445,,-0.43419,,-0.0368,
2005,2102,"Trade in services by category and by partner - BPM6",156,"China",14,"Balance",-5502,,-6.55229,,-0.24069,,-0.0339,
2005,2102,"Trade in services by category and by partner - BPM6",158,"China, Taiwan Province of",14,"Balance",-14320,,-44.11991,,-3.82827,,-0.283,
2005,2102,"Trade in services by category and by partner - BPM6",170,"Colombia",14,"Balance",-2323.2,,-43.68149,,-1.60021,,-0.2794,
2005,2102,"Trade in services by category and by partner - BPM6",174,"Comoros",14,"Balance",-3.103,,-6.76964,,-0.39411,,-0.035,
2005,2102,"Trade in services by category and by partner - BPM6",178,"Congo",14,"Balance",-1196.663,,-84.44152,,-18.84574,,-0.7307,
2005,2102,"Trade in services by category and by partner - BPM6",180,"Congo, Dem. Rep. of the",14,"Balance",-826,,-70.6466,,-6.90372,,-0.5462,
2005,2102,"Trade in services by category and by partner - BPM6",188,"Costa Rica",14,"Balance",1685.43,,111.49501,,8.44736,,0.3579,
2005,2102,"Trade in services by category and by partner - BPM6",191,"Croatia",14,"Balance",5471.981,,151.40202,,12.05641,,0.4309,
2005,2102,"Trade in services by category and by partner - BPM6",192,"Cuba",14,"Balance",6059.308,,596.83946,,14.20918,,0.749,
2005,2102,"Trade in services by category and by partner - BPM6",203,"Czechia",14,"Balance",2341.715,"Estimated",21.66321,"Estimated",1.7183,"Estimated",0.0977,"Estimated"
2005,2102,"Trade in services by category and by partner - BPM6",204,"Benin",14,"Balance",-87.502,,-31.10143,,-1.82156,,-0.1841,
2005,2102,"Trade in services by category and by partner - BPM6",208,"Denmark",14,"Balance",5445.424,,14.17519,,2.05902,,0.0662,
2005,2102,"Trade in services by category and by partner - BPM6",2101,"Developed economies: Asia and Oceania",14,"Balance",-33080.1,,-16.97957,,-0.57295,,-0.0928,
2005,2102,"Trade in services by category and by partner - BPM6",2102,"Developing economies: Asia and Oceania",14,"Balance",-108036.803,,-19.11092,,-1.46385,,-0.1056,
2005,2102,"Trade in services by category and by partner - BPM6",2116,"Sub-Saharan Africa excluding South Africa",14,"Balance",-20936.795,,-52.78865,,-4.21495,,-0.3586,
2005,2102,"Trade in services by category and by partner - BPM6",2117,"Africa excluding South Africa",14,"Balance",-15100.251,,-23.30412,,-1.736,,-0.1319,
2005,2102,"Trade in services by category and by partner - BPM6",212,"Dominica",14,"Balance",36.255,,72.2315,,9.78776,,0.2653,
2005,2102,"Trade in services by category and by partner - BPM6",214,"Dominican Republic",14,"Balance",4703.3,,318.17751,,13.24485,,0.614,
2005,2102,"Trade in services by category and by partner - BPM6",2160,"Developing economies excluding China",14,"Balance",-121765.479,,-18.57718,,-1.35324,,-0.1024,
2005,2102,"Trade in services by category and by partner - BPM6",2161,"Developing economies excluding LDCs",14,"Balance",-111318.791,,-15.64684,,-1.01681,,-0.0849,
2005,2102,"Trade in services by category and by partner - BPM6",218,"Ecuador",14,"Balance",-1129.83,,-52.60039,,-2.72202,,-0.3569,
2005,2102,"Trade in services by category and by partner - BPM6",2200,"M49 developing regions",14,"Balance",-135284.656,,-17.94415,,-1.18645,,-0.0986,
2005,2102,"Trade in services by category and by partner - BPM6",2205,"M49 developed regions",14,"Balance",189284.078,,10.12457,,0.52319,,0.0482,
2005,2102,"Trade in services by category and by partner - BPM6",2210,"LDCs (Least developed countries)",14,"Balance",-15948.688,,-56.99615,,-4.7443,,-0.3986,
2005,2102,"Trade in services by category and by partner - BPM6",2211,"LDCs: Africa and Haiti",14,"Balance",-14038.374,,-64.27242,,-6.41195,,-0.4735,
2005,2102,"Trade in services by category and by partner - BPM6",2213,"LDCs: Asia",14,"Balance",-1913.546,,-32.44711,,-1.68536,,-0.1937,
2005,2102,"Trade in services by category and by partner - BPM6",2216,"LDCs: Islands",14,"Balance",3.232,,1.33193,,0.08769,,0.0066,
2005,2102,"Trade in services by category and by partner - BPM6",222,"El Salvador",14,"Balance",363.31,,32.59204,,2.47183,,0.1401,
2005,2102,"Trade in services by category and by partner - BPM6",2220,"LLDCs (Landlocked developing countries)",14,"Balance",-11846.109,,-47.18783,,-4.7433,,-0.3088,
2005,2102,"Trade in services by category and by partner - BPM6",2221,"LDCs: Africa",14,"Balance",-13639.464,,-64.04221,,-6.34706,,-0.471,
2005,2102,"Trade in services by category and by partner - BPM6",2222,"LDCs: Islands and Haiti",14,"Balance",-395.678,,-50.2769,,-5.11732,,-0.3358,
2005,2102,"Trade in services by category and by partner - BPM6",2230,"SIDS (Small island developing States) (UNCTAD)",14,"Balance",4743.79,,62.35534,,7.51762,,0.2377,
2005,2102,"Trade in services by category and by partner - BPM6",2231,"SIDS: Atlantic and Indian Ocean",14,"Balance",716.428,,37.26092,,6.58683,,0.157,
2005,2102,"Trade in services by category and by partner - BPM6",2232,"SIDS: Caribbean",14,"Balance",3614.919,,75.31914,,8.00414,,0.2736,
2005,2102,"Trade in services by category and by partner - BPM6",2233,"SIDS: Pacific",14,"Balance",412.444,,46.579,,5.8399,,0.1889,
2005,2102,"Trade in services by category and by partner - BPM6",2250,"SIDS (Small island developing States) (UN-OHRLLS)",14,"Balance",9056.797,,12.44739,,2.74814,,0.0586,
2005,2102,"Trade in services by category and by partner - BPM6",226,"Equatorial Guinea",14,"Balance",-884.983,,-96.04938,,-10.38751,,-0.924,
2005,2102,"Trade in services by category and by partner - BPM6",231,"Ethiopia",14,"Balance",-181.7,,-15.21992,,-1.4938,,-0.0824,
2005,2102,"Trade in services by category and by partner - BPM6",233,"Estonia",14,"Balance",1215.976,,53.88153,,8.62658,,0.2122,
2005,2102,"Trade in services by category and by partner - BPM6",234,"Faroe Islands",14,"Balance",-97.271,,-42.33186,,,,-0.2685,
2005,2102,"Trade in services by category and by partner - BPM6",2370,"Selected exporters of petroleum",14,"Balance",-85050.182,,-54.8378,,-3.66468,,-0.3778,
2005,2102,"Trade in services by category and by partner - BPM6",2371,"Selected exporters of manufactured goods",14,"Balance",-52215.374,,-11.41108,,-0.76015,,-0.0605,
2005,2102,"Trade in services by category and by partner - BPM6",2372,"Selected exporters of manufactured goods and primary commodities",14,"Balance",-22710.525,,-7.92324,,-0.37808,,-0.0413,
2005,2102,"Trade in services by category and by partner - BPM6",2373,"Selected exporters of agricultural products",14,"Balance",4263.998,,16.36593,,0.87102,,0.0756,
2005,2102,"Trade in services by category and by partner - BPM6",2374,"Selected exporters of minerals and mining products",14,"Balance",-2992.64,,-18.55989,,-1.12167,,-0.1023,
2005,2102,"Trade in services by category and by partner - BPM6",2376,"Selected LIFDC (Low-income food-deficit countries)",14,"Balance",-11289.268,,-13.94852,,-1.00835,,-0.075,
2005,2102,"Trade in services by category and by partner - BPM6",2378,"LIFDC (Low-income food-deficit countries) (FAO)",14,"Balance",-19286.875,,-20.30141,,-1.47922,,-0.113,
2005,2102,"Trade in services by category and by partner - BPM6",2411,"Net food-importing economies",14,"Balance",-41645.994,,-2.68341,,-0.17345,,-0.0136,
2005,2102,"Trade in services by category and by partner - BPM6",2412,"Net food-exporting economies",14,"Balance",94460.771,,8.82185,,0.4009,,0.0422,
2005,2102,"Trade in services by category and by partner - BPM6",2413,"Net food-exporting developing economies",14,"Balance",-21721.602,,-8.8879,,-0.45813,,-0.0465,
2005,2102,"Trade in services by category and by partner - BPM6",2414,"Net food-exporting transition economies",14,"Balance",4519.707,,42.55826,,2.89228,,0.1755,
2005,2102,"Trade in services by category and by partner - BPM6",2415,"Net food-exporting developed economies",14,"Balance",111662.667,,13.68845,,0.598,,0.0641,
2005,2102,"Trade in services by category and by partner - BPM6",2416,"Major net food-exporting economies",14,"Balance",83971.6,,7.97048,,0.35964,,0.0383,
2005,2102,"Trade in services by category and by partner - BPM6",242,"Fiji",14,"Balance",400.355,,75.57447,,13.43201,,0.2742,
2005,2102,"Trade in services by category and by partner - BPM6",2420,"Net food-importing developing economies",14,"Balance",-106730.521,,-21.59232,,-1.63207,,-0.121,
2005,2102,"Trade in services by category and by partner - BPM6",2421,"Net food-importing transition economies",14,"Balance",-19064.046,,-33.25474,,-2.08258,,-0.1994,
2005,2102,"Trade in services by category and by partner - BPM6",2422,"Net food-importing developed economies",14,"Balance",84148.574,,8.41189,,0.50829,,0.0404,
2005,2102,"Trade in services by category and by partner - BPM6",2423,"Major net food-importing economies",14,"Balance",-79694.781,,-5.5738,,-0.34789,,-0.0287,
2005,2102,"Trade in services by category and by partner - BPM6",246,"Finland",14,"Balance",-7042.059,"Estimated",-37.21624,"Estimated",-3.43844,"Estimated",-0.2286,"Estimated"
2005,2102,"Trade in services by category and by partner - BPM6",2508,"Industrialized economies (UNIDO)",14,"Balance",98157.205,,4.73359,,0.26231,,0.0231,
2005,2102,"Trade in services by category and by partner - BPM6",2509,"EIEs (Emerging Industrial Economies) (UNIDO)",14,"Balance",-27467.897,,-6.48605,,-0.32166,,-0.0335,
2005,2102,"Trade in services by category and by partner - BPM6",251,"France",14,"Balance",22649.622,,16.8963,,1.0294,,0.0779,
2005,2102,"Trade in services by category and by partner - BPM6",2510,"Emerging markets",14,"Balance",-121174.725,,-16.84454,,-1.06771,,-0.092,
2005,2102,"Trade in services by category and by partner - BPM6",2511,"Emerging markets: Africa",14,"Balance",-1018.69,,-3.47883,,-0.1928,,-0.0177,
2005,2102,"Trade in services by category and by partner - BPM6",2512,"Emerging markets: America",14,"Balance",-24606.833,,-31.4681,,-0.9771,,-0.1867,
2005,2102,"Trade in services by category and by partner - BPM6",2513,"Emerging markets: Asia",14,"Balance",-97595.209,,-19.23181,,-1.46692,,-0.1064,
2005,2102,"Trade in services by category and by partner - BPM6",2514,"Emerging markets: Europe and Kazakhstan",14,"Balance",2046.008,,1.95932,,0.12405,,0.0097,
2005,2102,"Trade in services by category and by partner - BPM6",258,"French Polynesia",14,"Balance",352.036,,48.76966,,6.17306,,0.196,
2005,2102,"Trade in services by category and by partner - BPM6",2611,"HIPCs (Heavily indebted poor countries) (IMF)",14,"Balance",-8668.6,,-38.86013,,-3.61635,,-0.2412,
2005,2102,"Trade in services by category and by partner - BPM6",262,"Djibouti",14,"Balance",164.578,,196.42099,,23.22477,,0.4955,
2005,2102,"Trade in services by category and by partner - BPM6",2621,"High-income developing economies",14,"Balance",-85648.355,,-15.65793,,-0.98682,,-0.0849,
2005,2102,"Trade in services by category and by partner - BPM6",2622,"Middle-income developing economies",14,"Balance",-34839.127,,-19.78873,,-1.44822,,-0.1098,
2005,2102,"Trade in services by category and by partner - BPM6",2623,"Low-income developing economies",14,"Balance",-6779.996,,-41.40229,,-3.4041,,-0.2611,
2005,2102,"Trade in services by category and by partner - BPM6",2624,"Low-income economies (World Bank)",14,"Balance",-6628.829,,-40.5854,,-3.31816,,-0.2546,
2005,2102,"Trade in services by category and by partner - BPM6",2625,"Lower-middle-income economies (World Bank)",14,"Balance",-22984.829,,-13.9839,,-1.02371,,-0.0752,
2005,2102,"Trade in services by category and by partner - BPM6",2626,"Upper-middle-income economies (World Bank)",14,"Balance",-37417.293,,-10.8307,,-0.49687,,-0.0573,
2005,2102,"Trade in services by category and by partner - BPM6",2627,"High-income economies (World Bank)",14,"Balance",119652.761,,5.69747,,0.31805,,0.0277,
2005,2102,"Trade in services by category and by partner - BPM6",2628,"High-income OECD members (World Bank)",14,"Balance",171460.609,,9.19477,,0.47501,,0.044,
2005,2102,"Trade in services by category and by partner - BPM6",2629,"High-income non OECD members (World Bank)",14,"Balance",-51807.848,,-22.01398,,-3.32485,,-0.1237,
2005,2102,"Trade in services by category and by partner - BPM6",266,"Gabon",14,"Balance",-888.444,,-85.92634,,-9.27494,,-0.7533,
2005,2102,"Trade in services by category and by partner - BPM6",268,"Georgia",14,"Balance",102.112,,16.06065,,1.51408,,0.0743,
2005,2102,"Trade in services by category and by partner - BPM6",270,"Gambia",14,"Balance",35.328,,75.35365,,3.43754,,0.2737,
2005,2102,"Trade in services by category and by partner - BPM6",2710,"BASIC",14,"Balance",-22310.369,,-12.37894,,-0.52384,,-0.066,
2005,2102,"Trade in services by category and by partner - BPM6",2711,"BRICS",14,"Balance",-33935.869,,-15.37652,,-0.67461,,-0.0833,
2005,2102,"Trade in services by category and by partner - BPM6",275,"State of Palestine",14,"Balance",-232.164,,-50.7621,,-4.52941,,-0.3401,
2005,2102,"Trade in services by category and by partner - BPM6",276,"Germany",14,"Balance",-43261.409,"Estimated",-20.66422,"Estimated",-1.52022,"Estimated",-0.1152,"Estimated"
2005,2102,"Trade in services by category and by partner - BPM6",288,"Ghana",14,"Balance",-166.6,,-13.08627,,-0.73183,,-0.07,
2005,2102,"Trade in services by category and by partner - BPM6",296,"Kiribati",14,"Balance",-33.057,,-74.33685,,-29.4792,,-0.5916,
2005,2102,"Trade in services by category and by partner - BPM6",300,"Greece",14,"Balance",17637.079,,108.6764,,7.11813,,0.3521,
2005,2102,"Trade in services by category and by partner - BPM6",308,"Grenada",14,"Balance",19.809,,20.59224,,2.84871,,0.0933,
2005,2102,"Trade in services by category and by partner - BPM6",3101,"AMU (Arab Maghreb Union)",14,"Balance",2758.848,,20.432,,1.12023,,0.0927,
2005,2102,"Trade in services by category and by partner - BPM6",3102,"COMESA (Common Market for Eastern and Southern Africa)",14,"Balance",2141.615,,8.57524,,0.69384,,0.0411,
2005,2102,"Trade in services by category and by partner - BPM6",3103,"ECCAS (Economic Community of Central African States)",14,"Balance",-12691.457,,-85.17813,,-12.29243,,-0.7418,
2005,2102,"Trade in services by category and by partner - BPM6",3104,"ECOWAS (Economic Community of West African States)",14,"Balance",-8148.215,,-57.06177,,-3.12968,,-0.3992,
2005,2102,"Trade in services by category and by partner - BPM6",3105,"MRU (Mano River Union)",14,"Balance",-2198.11,,-62.67411,,-9.35176,,-0.4564,
2005,2102,"Trade in services by category and by partner - BPM6",3106,"SADC (Southern African Development Community)",14,"Balance",-8148.713,,-30.07817,,-2.09977,,-0.177,
2005,2102,"Trade in services by category and by partner - BPM6",3107,"CEMAC (Economic and Monetary Community of Central Africa)",14,"Balance",-4983.641,,-76.57236,,-9.87135,,-0.6204,
2005,2102,"Trade in services by category and by partner - BPM6",3108,"WAEMU (West African Economic and Monetary Union)",14,"Balance",-2387.476,,-48.85759,,-4.51307,,-0.3233,
2005,2102,"Trade in services by category and by partner - BPM6",3109,"CEPGL (Economic Community of the Great Lakes Countries)",14,"Balance",-1091.749,,-68.68729,,-6.97019,,-0.5231,
2005,2102,"Trade in services by category and by partner - BPM6",3110,"EAC (East African Community)",14,"Balance",443.923,,13.10019,,0.82248,,0.0615,
2005,2102,"Trade in services by category and by partner - BPM6",3111,"SACU (Southern African Customs Union)",14,"Balance",-574.803,,-4.1403,,-0.20561,,-0.0211,
2005,2102,"Trade in services by category and by partner - BPM6",3112,"CEN-SAD (Community of Sahel-Saharan States)",14,"Balance",-910.693,,-2.56548,,-0.16859,,-0.013,
2005,2102,"Trade in services by category and by partner - BPM6",3113,"IGAD (Intergovernmental Authority on Development)",14,"Balance",-767.669,,-16.59588,,-0.91245,,-0.0905,
2005,2102,"Trade in services by category and by partner - BPM6",3114,"United Nations member States",14,"Balance",68626.648,,2.71375,,0.14602,,0.0134,
2005,2102,"Trade in services by category and by partner - BPM6",320,"Guatemala",14,"Balance",-141.8,,-9.78201,,-0.52111,,-0.0514,
2005,2102,"Trade in services by category and by partner - BPM6",3201,"CAN (Andean Community)",14,"Balance",-4333.924,,-38.36756,,-1.5915,,-0.2374,
2005,2102,"Trade in services by category and by partner - BPM6",3202,"CACM (Central American Common Market)",14,"Balance",2833.845,,51.96261,,3.63693,,0.2062,
2005,2102,"Trade in services by category and by partner - BPM6",3203,"CARICOM (Caribbean Community)",14,"Balance",3152.507,,51.84138,,5.85216,,0.2058,
2005,2102,"Trade in services by category and by partner - BPM6",3204,"FTAA (Free Trade Area of the Americas)",14,"Balance",49230.535,,10.4272,,0.28932,,0.0496,
2005,2102,"Trade in services by category and by partner - BPM6",3205,"LAIA (Latin American Integration Association)",14,"Balance",-17230.446,,-21.01064,,-0.66333,,-0.1174,
2005,2102,"Trade in services by category and by partner - BPM6",3206,"NAFTA (North American Free Trade Agreement)",14,"Balance",54751.4,,13.65509,,0.36089,,0.0639,
2005,2102,"Trade in services by category and by partner - BPM6",3207,"OECS (Organisation of Eastern Caribbean States)",14,"Balance",729.551,,90.49153,,13.52601,,0.3115,
2005,2102,"Trade in services by category and by partner - BPM6",3208,"MERCOSUR (Southern Common Market)",14,"Balance",-12758.23,,-33.93455,,-1.00741,,-0.2043,
2005,2102,"Trade in services by category and by partner - BPM6",3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",14,"Balance",2841.003,,37.71594,,1.43066,,0.1587,
2005,2102,"Trade in services by category and by partner - BPM6",3210,"UNASUR (Union of South American Nations)",14,"Balance",-3852.711,,-51.23883,,-2.18986,,-0.3444,
2005,2102,"Trade in services by category and by partner - BPM6",3211,"ACS (Association of Caribbean States)",14,"Balance",4773.996,,9.69519,,0.34252,,0.0462,
2005,2102,"Trade in services by category and by partner - BPM6",324,"Guinea",14,"Balance",-205.17,,-71.22474,,-5.04957,,-0.5531,
2005,2102,"Trade in services by category and by partner - BPM6",328,"Guyana",14,"Balance",-53.025,,-26.39491,,-4.03098,,-0.152,
2005,2102,"Trade in services by category and by partner - BPM6",3301,"ASEAN (Association of Southeast Asian Nations)",14,"Balance",-25831.389,,-18.55653,,-2.69898,,-0.1023,
2005,2102,"Trade in services by category and by partner - BPM6",3302,"APTA (Asia-Pacific Trade Agreement)",14,"Balance",-25123.865,,-11.95477,,-0.60746,,-0.0636,
2005,2102,"Trade in services by category and by partner - BPM6",3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",14,"Balance",-41609.138,,-59.54117,,-6.08483,,-0.4239,
2005,2102,"Trade in services by category and by partner - BPM6",3304,"SAARC (South Asian Association for Regional Cooperation)",14,"Balance",-15090.476,,-20.17304,,-1.4458,,-0.1122,
2005,2102,"Trade in services by category and by partner - BPM6",3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",14,"Balance",-77464.989,,-18.3538,,-0.86714,,-0.101,
2005,2102,"Trade in services by category and by partner - BPM6",3306,"ECO (Economic Cooperation Organization)",14,"Balance",-2331.451,,-5.27323,,-0.24321,,-0.0271,
2005,2102,"Trade in services by category and by partner - BPM6",3307,"African Union",14,"Balance",-14066.575,,-18.64493,,-1.28765,,-0.1028,
2005,2102,"Trade in services by category and by partner - BPM6",3310,"ADB (African Development Bank), developing member countries",14,"Balance",-44938.677,,-17.36665,,-1.04882,,-0.0951,
2005,2102,"Trade in services by category and by partner - BPM6",3311,"ADB: Group A",14,"Balance",-191.142,,-5.61776,,-0.42581,,-0.0289,
2005,2102,"Trade in services by category and by partner - BPM6",3312,"ADB: Group B",14,"Balance",-13868.68,,-19.10659,,-1.34874,,-0.1056,
2005,2102,"Trade in services by category and by partner - BPM6",3313,"ADB: Group C",14,"Balance",-30878.855,,-16.89438,,-0.9615,,-0.0923,
2005,2102,"Trade in services by category and by partner - BPM6",332,"Haiti",14,"Balance",-398.91,,-73.2792,,-9.85781,,-0.5783,
2005,2102,"Trade in services by category and by partner - BPM6",3320,"ECA (Economic Commission for Africa)",14,"Balance",-15422.551,,-20.04296,,-1.36773,,-0.1114,
2005,2102,"Trade in services by category and by partner - BPM6",3321,"ECA: North Africa",14,"Balance",5537.372,,21.70354,,1.47304,,0.0979,
2005,2102,"Trade in services by category and by partner - BPM6",3322,"ECA: East Africa",14,"Balance",303.32,,5.28625,,0.38979,,0.0258,
2005,2102,"Trade in services by category and by partner - BPM6",3323,"ECA: Central Africa",14,"Balance",-5811.552,,-75.58591,,-9.28709,,-0.6075,
2005,2102,"Trade in services by category and by partner - BPM6",3324,"ECA: Southern Africa",14,"Balance",-7303.475,,-30.78051,,-2.08109,,-0.1819,
2005,2102,"Trade in services by category and by partner - BPM6",3325,"ECA: West Africa",14,"Balance",-8148.215,,-57.06177,,-3.12968,,-0.3992,
2005,2102,"Trade in services by category and by partner - BPM6",3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",14,"Balance",-3808.125,,-3.9192,,-0.13717,,-0.02,
2005,2102,"Trade in services by category and by partner - BPM6",3331,"ECLAC: Caribbean",14,"Balance",6284.086,,81.80967,,10.28007,,0.2903,
2005,2102,"Trade in services by category and by partner - BPM6",3332,"ECLAC: Latin America",14,"Balance",-10092.211,,-11.27818,,-0.37172,,-0.0598,
2005,2102,"Trade in services by category and by partner - BPM6",3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",14,"Balance",-104396.4,,-15.40134,,-0.82159,,-0.0834,
2005,2102,"Trade in services by category and by partner - BPM6",3341,"ESCAP: Africa",14,"Balance",-14066.575,,-18.64493,,-1.28765,,-0.1028,
2005,2102,"Trade in services by category and by partner - BPM6",3342,"ESCAP: Latin America",14,"Balance",-3808.125,,-3.9192,,-0.13717,,-0.02,
2005,2102,"Trade in services by category and by partner - BPM6",3343,"ESCAP: Europe",14,"Balance",172169.978,,13.70668,,1.12213,,0.0641,
2005,2102,"Trade in services by category and by partner - BPM6",3344,"ESCAP: East and North-East Asia (ENEA)",14,"Balance",-54208.811,,-15.89649,,-0.66222,,-0.0863,
2005,2102,"Trade in services by category and by partner - BPM6",3345,"ESCAP: North and Central Asia",14,"Balance",-19642.677,,-35.73757,,-2.20736,,-0.2176,
2005,2102,"Trade in services by category and by partner - BPM6",3346,"ESCAP: South and South-West Asia",14,"Balance",-5060.476,,-5.18512,,-0.28564,,-0.0266,
