Year,Series,Series Label,Economy,Economy Label,Flow,Flow Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Percentage of imports,Percentage of imports Footnote,Percentage of Gross Domestic Product,Percentage of Gross Domestic Product Footnote,Normalized trade balance,Normalized trade balance Footnote
2008,2106,"Total trade in goods and services - BPM6",686,"Senegal",14,"Balance",-3536.995,,-50.22206,,-20.42062,,-0.3353,
2008,2106,"Total trade in goods and services - BPM6",688,"Serbia",14,"Balance",-12856.164,,-47.76132,,-23.39737,,-0.3137,
2008,2106,"Total trade in goods and services - BPM6",690,"Seychelles",14,"Balance",-182.305,,-16.81198,,-18.84896,,-0.0918,
2008,2106,"Total trade in goods and services - BPM6",694,"Sierra Leone",14,"Balance",-259.677,,-43.85203,,-10.36446,,-0.2808,
2008,2106,"Total trade in goods and services - BPM6",702,"Singapore",14,"Balance",40002.944,,9.91722,,20.80981,,0.0472,
2008,2106,"Total trade in goods and services - BPM6",703,"Slovakia",14,"Balance",-2290.468,,-2.76172,,-2.36782,,-0.014,
2008,2106,"Total trade in goods and services - BPM6",704,"Viet Nam",14,"Balance",-13733,,-16.46169,,-13.85348,,-0.0897,
2008,2106,"Total trade in goods and services - BPM6",705,"Slovenia",14,"Balance",-1023.67,,-2.69891,,-1.84264,,-0.0137,
2008,2106,"Total trade in goods and services - BPM6",710,"South Africa",14,"Balance",-4771.86,,-4.46009,,-1.66401,,-0.0228,
2008,2106,"Total trade in goods and services - BPM6",716,"Zimbabwe",14,"Balance",-1461.018,,-39.06843,,-23.01476,,-0.2428,
2008,2106,"Total trade in goods and services - BPM6",724,"Spain",14,"Balance",-84243.477,,-16.86649,,-5.1833,,-0.0921,
2008,2106,"Total trade in goods and services - BPM6",736,"Sudan (...2011)",14,"Balance",1326.814,,12.32964,,2.07437,,0.0581,
2008,2106,"Total trade in goods and services - BPM6",740,"Suriname",14,"Balance",213.8,,11.78676,,6.05153,,0.0557,
2008,2106,"Total trade in goods and services - BPM6",748,"Eswatini",14,"Balance",-435.929,,-19.99516,,-13.23378,,-0.1111,
2008,2106,"Total trade in goods and services - BPM6",752,"Sweden",14,"Balance",30899.328,,13.70219,,5.99505,,0.0641,
2008,2106,"Total trade in goods and services - BPM6",757,"Switzerland, Liechtenstein",14,"Balance",58511.834,,20.22924,,10.44875,,0.0919,
2008,2106,"Total trade in goods and services - BPM6",760,"Syrian Arab Republic",14,"Balance",470.914,,2.4427,,0.89599,,0.0121,
2008,2106,"Total trade in goods and services - BPM6",762,"Tajikistan",14,"Balance",-3335.005,,-85.78053,,-64.61634,,-0.751,
2008,2106,"Total trade in goods and services - BPM6",764,"Thailand",14,"Balance",6500.22,,3.27563,,2.23082,,0.0161,
2008,2106,"Total trade in goods and services - BPM6",768,"Togo",14,"Balance",-532.881,,-31.84863,,-16.09778,,-0.1894,
2008,2106,"Total trade in goods and services - BPM6",776,"Tonga",14,"Balance",-172.383,,-77.16498,,-50.40558,,-0.6282,
2008,2106,"Total trade in goods and services - BPM6",780,"Trinidad and Tobago",14,"Balance",9680.129,,98.00578,,34.63995,,0.3289,
2008,2106,"Total trade in goods and services - BPM6",784,"United Arab Emirates",14,"Balance",29093.805,,13.24165,,9.10327,,0.0621,
2008,2106,"Total trade in goods and services - BPM6",788,"Tunisia",14,"Balance",-1431.33,,-5.41218,,-3.19101,,-0.0278,
2008,2106,"Total trade in goods and services - BPM6",792,"Turkey",14,"Balance",-34009,,-16.03994,,-4.44956,,-0.0872,
2008,2106,"Total trade in goods and services - BPM6",798,"Tuvalu",14,"Balance",-35.437,,-89.71905,,-118.10241,,-0.8135,
2008,2106,"Total trade in goods and services - BPM6",800,"Uganda",14,"Balance",-2310.72,,-43.59712,,-12.69539,,-0.2787,
2008,2106,"Total trade in goods and services - BPM6",804,"Ukraine",14,"Balance",-14368,,-14.83562,,-7.63807,,-0.0801,
2008,2106,"Total trade in goods and services - BPM6",807,"North Macedonia",14,"Balance",-2581.328,,-37.85178,,-26.0489,,-0.2334,
2008,2106,"Total trade in goods and services - BPM6",818,"Egypt",14,"Balance",-12461.9,,-18.5382,,-7.55981,,-0.1022,
2008,2106,"Total trade in goods and services - BPM6",834,"Tanzania, United Republic of",14,"Balance",-3096.6,,-35.69913,,-10.85915,,-0.2173,
2008,2106,"Total trade in goods and services - BPM6",842,"United States of America",14,"Balance",-712351,,-27.80517,,-4.81107,,-0.1615,
2008,2106,"Total trade in goods and services - BPM6",854,"Burkina Faso",14,"Balance",-1374.292,,-58.18015,,-14.59956,,-0.4102,
2008,2106,"Total trade in goods and services - BPM6",858,"Uruguay",14,"Balance",-960.808,,-9.29842,,-3.16407,,-0.0488,
2008,2106,"Total trade in goods and services - BPM6",860,"Uzbekistan",14,"Balance",1791.398,,18.46041,,5.09025,,0.0845,
2008,2106,"Total trade in goods and services - BPM6",862,"Venezuela (Bolivarian Rep. of)",14,"Balance",33358,,51.76357,,10.5697,,0.2056,
2008,2106,"Total trade in goods and services - BPM6",882,"Samoa",14,"Balance",-142.435,,-44.15684,,-21.1039,,-0.2833,
2008,2106,"Total trade in goods and services - BPM6",887,"Yemen",14,"Balance",-1499.19,,-12.83393,,-4.932,,-0.0686,
2008,2106,"Total trade in goods and services - BPM6",894,"Zambia",14,"Balance",198.584,,3.68501,,1.10872,,0.0181,
2008,2106,"Total trade in goods and services - BPM6",926,"United Kingdom",14,"Balance",-64113.98,,-7.49167,,-2.19354,,-0.0389,
2008,3503,"Balance of payments: Current account - BPM6",0000,"World",14,"Balance",256260.442,,1.65486,,0.40451,,0.0082,
2008,3503,"Balance of payments: Current account - BPM6",004,"Afghanistan",14,"Balance",-2479.79,,-82.11606,,-23.02823,,-0.6966,
2008,3503,"Balance of payments: Current account - BPM6",008,"Albania",14,"Balance",-3813.748,,-87.53544,,-29.60673,,-0.7783,
2008,3503,"Balance of payments: Current account - BPM6",012,"Algeria",14,"Balance",40082.573,,105.53605,,23.44001,,0.3454,
2008,3503,"Balance of payments: Current account - BPM6",016,"American Samoa",14,"Balance",-231,,-40.68334,,,,-0.2554,
2008,3503,"Balance of payments: Current account - BPM6",020,"Andorra",14,"Balance",-1800.83,,-92.82967,,-44.93656,,-0.8662,
2008,3503,"Balance of payments: Current account - BPM6",024,"Angola",14,"Balance",42931.755,,204.6105,,48.48927,,0.5057,
2008,3503,"Balance of payments: Current account - BPM6",028,"Antigua and Barbuda",14,"Balance",-604.5,,-90.23928,,-44.12183,,-0.8221,
2008,3503,"Balance of payments: Current account - BPM6",031,"Azerbaijan",14,"Balance",22915.512,,313.6945,,46.90869,,0.6107,
2008,3503,"Balance of payments: Current account - BPM6",032,"Argentina",14,"Balance",15563.27,,28.50614,,4.2564,,0.1248,
2008,3503,"Balance of payments: Current account - BPM6",036,"Australia",14,"Balance",-6630.5,,-3.41783,,-0.62729,,-0.0174,
2008,3503,"Balance of payments: Current account - BPM6",040,"Austria",14,"Balance",2312.028,,1.35952,,0.53729,,0.0068,
2008,3503,"Balance of payments: Current account - BPM6",044,"Bahamas",14,"Balance",-2243.219,,-70.12161,,-21.31122,,-0.5399,
2008,3503,"Balance of payments: Current account - BPM6",048,"Bahrain",14,"Balance",3069.415,,21.54538,,11.9382,,0.0973,
2008,3503,"Balance of payments: Current account - BPM6",050,"Bangladesh",14,"Balance",-6112.66,,-28.54907,,-6.66979,,-0.1665,
2008,3503,"Balance of payments: Current account - BPM6",051,"Armenia",14,"Balance",-2668.58,,-70.79395,,-21.45736,,-0.5479,
2008,3503,"Balance of payments: Current account - BPM6",052,"Barbados",14,"Balance",-1432.37,,-74.596,,-29.9349,,-0.5948,
2008,3503,"Balance of payments: Current account - BPM6",056,"Belgium",14,"Balance",-14667.844,,-4.4599,,-2.84678,,-0.0228,
2008,3503,"Balance of payments: Current account - BPM6",060,"Bermuda",14,"Balance",-1135.671,,-97.97067,,-18.38045,,-0.9602,
2008,3503,"Balance of payments: Current account - BPM6",064,"Bhutan",14,"Balance",-46.068,,-7.14304,,-3.66103,,-0.037,
2008,3503,"Balance of payments: Current account - BPM6",068,"Bolivia (Plurinational State of)",14,"Balance",1365.672,,28.66598,,8.19028,,0.1254,
2008,3503,"Balance of payments: Current account - BPM6",070,"Bosnia and Herzegovina",14,"Balance",-7663.374,,-70.97724,,-40.0955,,-0.5501,
2008,3503,"Balance of payments: Current account - BPM6",072,"Botswana",14,"Balance",-377.025,,-7.28509,,-3.44468,,-0.0378,
2008,3503,"Balance of payments: Current account - BPM6",076,"Brazil",14,"Balance",23801.8,,13.63408,,1.40353,,0.0638,
2008,3503,"Balance of payments: Current account - BPM6",084,"Belize",14,"Balance",-308.313,,-39.11414,,-22.81534,,-0.2431,
2008,3503,"Balance of payments: Current account - BPM6",090,"Solomon Islands",14,"Balance",-71.402,,-25.6293,,-11.2078,,-0.147,
2008,3503,"Balance of payments: Current account - BPM6",092,"British Virgin Islands",14,"Balance",-291.2,"Estimated",-88.24242,"Estimated",-25.70509,"Estimated",-0.7896,"Estimated"
2008,3503,"Balance of payments: Current account - BPM6",096,"Brunei Darussalam",14,"Balance",7840.014,,274.34866,,49.15769,,0.5784,
2008,3503,"Balance of payments: Current account - BPM6",100,"Bulgaria",14,"Balance",-12624.336,,-35.95783,,-23.19019,,-0.2192,
2008,3503,"Balance of payments: Current account - BPM6",104,"Myanmar",14,"Balance",2939.918,,99.13904,,11.36664,,0.3314,
2008,3503,"Balance of payments: Current account - BPM6",108,"Burundi",14,"Balance",-265.822,,-79.23862,,-16.49185,,-0.6562,
2008,3503,"Balance of payments: Current account - BPM6",1100,"Developed economies",14,"Balance",-799289.901,,-8.30935,,-1.85652,,-0.0433,
2008,3503,"Balance of payments: Current account - BPM6",112,"Belarus",14,"Balance",-6494.1,,-17.03527,,-10.33974,,-0.0931,
2008,3503,"Balance of payments: Current account - BPM6",1120,"Developed economies: America",14,"Balance",-792682.727,,-30.97276,,-4.84229,,-0.1832,
2008,3503,"Balance of payments: Current account - BPM6",1130,"Developed economies: Asia",14,"Balance",50285,,6.62532,,0.95708,,0.0321,
2008,3503,"Balance of payments: Current account - BPM6",1140,"Developed economies: Europe",14,"Balance",-48123.885,,-0.79233,,-0.23532,,-0.004,
2008,3503,"Balance of payments: Current account - BPM6",1150,"Developed economies: Oceania",14,"Balance",-8768.29,,-3.8597,,-0.73665,,-0.0197,
2008,3503,"Balance of payments: Current account - BPM6",116,"Cambodia",14,"Balance",-1583.588,,-31.19333,,-15.29753,,-0.1848,
2008,3503,"Balance of payments: Current account - BPM6",120,"Cameroon",14,"Balance",485.706,,9.02874,,1.83911,,0.0432,
2008,3503,"Balance of payments: Current account - BPM6",1200,"Developing economies",14,"Balance",881968.901,,16.54521,,4.78607,,0.0764,
2008,3503,"Balance of payments: Current account - BPM6",1210,"Developing economies: Africa",14,"Balance",114224.098,,25.06219,,6.36236,,0.1114,
2008,3503,"Balance of payments: Current account - BPM6",1220,"Developing economies: America",14,"Balance",23735.846,,2.67413,,0.52555,,0.0132,
2008,3503,"Balance of payments: Current account - BPM6",1230,"Developing economies: Asia",14,"Balance",748511.155,,18.83712,,6.17366,,0.0861,
2008,3503,"Balance of payments: Current account - BPM6",124,"Canada",14,"Balance",41444.1,,9.96619,,2.66876,,0.0475,
2008,3503,"Balance of payments: Current account - BPM6",1250,"Developing economies: Oceania",14,"Balance",-4502.199,,-32.8853,,-9.6758,,-0.1968,
2008,3503,"Balance of payments: Current account - BPM6",1300,"Transition economies",14,"Balance",173581.443,,32.41286,,7.50785,,0.1395,
2008,3503,"Balance of payments: Current account - BPM6",132,"Cabo Verde",14,"Balance",-713.011,,-87.39561,,-39.84799,,-0.7761,
2008,3503,"Balance of payments: Current account - BPM6",136,"Cayman Islands",14,"Balance",-1097.732,,-97.12264,,-23.26643,,-0.9441,
2008,3503,"Balance of payments: Current account - BPM6",140,"Central African Republic",14,"Balance",-150.065,,-49.96283,,-7.38091,,-0.333,
2008,3503,"Balance of payments: Current account - BPM6",144,"Sri Lanka",14,"Balance",-4571.48,,-36.04677,,-9.81103,,-0.2199,
2008,3503,"Balance of payments: Current account - BPM6",148,"Chad",14,"Balance",2430,,127.89474,,23.43793,,0.39,
2008,3503,"Balance of payments: Current account - BPM6",152,"Chile",14,"Balance",6054.69,,10.35779,,3.37049,,0.0492,
2008,3503,"Balance of payments: Current account - BPM6",156,"China",14,"Balance",344467.4,,34.79161,,7.49765,,0.1482,
2008,3503,"Balance of payments: Current account - BPM6",158,"China, Taiwan Province of",14,"Balance",29126,,12.12573,,7.00311,,0.0572,
2008,3503,"Balance of payments: Current account - BPM6",170,"Colombia",14,"Balance",964.58,,2.57143,,0.39906,,0.0127,
2008,3503,"Balance of payments: Current account - BPM6",174,"Comoros",14,"Balance",-166.744,,-94.42027,,-18.28398,,-0.8943,
2008,3503,"Balance of payments: Current account - BPM6",175,"Mayotte",14,"Balance",-598.524,,-98.72295,,,,-0.9748,
2008,3503,"Balance of payments: Current account - BPM6",178,"Congo",14,"Balance",4807.447,,146.16302,,41.43317,,0.4222,
2008,3503,"Balance of payments: Current account - BPM6",180,"Congo, Dem. Rep. of the",14,"Balance",144,,2.14101,,0.72769,,0.0106,
2008,3503,"Balance of payments: Current account - BPM6",184,"Cook Islands",14,"Balance",-106.546,,-96.28753,,-47.25846,,-0.9284,
2008,3503,"Balance of payments: Current account - BPM6",188,"Costa Rica",14,"Balance",-5145.163,,-40.6445,,-16.80716,,-0.2551,
2008,3503,"Balance of payments: Current account - BPM6",191,"Croatia",14,"Balance",-15950.872,,-57.75396,,-22.70268,,-0.406,
2008,3503,"Balance of payments: Current account - BPM6",192,"Cuba",14,"Balance",-9656.356,,-69.41248,,-15.88052,,-0.5315,
2008,3503,"Balance of payments: Current account - BPM6",196,"Cyprus",14,"Balance",-8420.075,,-71.46424,,-30.23826,,-0.556,
2008,3503,"Balance of payments: Current account - BPM6",203,"Czechia",14,"Balance",-253.852,,-0.20091,,-0.10769,,-0.001,
2008,3503,"Balance of payments: Current account - BPM6",204,"Benin",14,"Balance",-609.986,,-32.14925,,-8.55178,,-0.1915,
2008,3503,"Balance of payments: Current account - BPM6",208,"Denmark",14,"Balance",4731.273,,4.17371,,1.33894,,0.0204,
2008,3503,"Balance of payments: Current account - BPM6",2101,"Developed economies: Asia and Oceania",14,"Balance",41516.71,,4.20995,,0.64424,,0.0206,
2008,3503,"Balance of payments: Current account - BPM6",2102,"Developing economies: Asia and Oceania",14,"Balance",744008.957,,18.65953,,6.1285,,0.0853,
2008,3503,"Balance of payments: Current account - BPM6",2116,"Sub-Saharan Africa excluding South Africa",14,"Balance",77334.423,,41.03377,,8.82683,,0.1702,
2008,3503,"Balance of payments: Current account - BPM6",2117,"Africa excluding South Africa",14,"Balance",115982.058,,31.7077,,7.6881,,0.1368,
2008,3503,"Balance of payments: Current account - BPM6",212,"Dominica",14,"Balance",-173.492,,-79.81151,,-36.9875,,-0.6641,
2008,3503,"Balance of payments: Current account - BPM6",214,"Dominican Republic",14,"Balance",-6816.5,,-50.25435,,-14.303,,-0.3356,
2008,3503,"Balance of payments: Current account - BPM6",2160,"Developing economies excluding China",14,"Balance",537501.501,,12.3832,,3.88694,,0.0583,
2008,3503,"Balance of payments: Current account - BPM6",2161,"Developing economies excluding LDCs",14,"Balance",871205.336,,16.79963,,4.88397,,0.0775,
2008,3503,"Balance of payments: Current account - BPM6",218,"Ecuador",14,"Balance",1548.665,,8.64881,,2.50745,,0.0415,
2008,3503,"Balance of payments: Current account - BPM6",2200,"M49 developing regions",14,"Balance",935134.694,,17.29488,,4.99963,,0.0796,
2008,3503,"Balance of payments: Current account - BPM6",2205,"M49 developed regions",14,"Balance",-678874.252,,-6.73596,,-1.50532,,-0.0349,
2008,3503,"Balance of payments: Current account - BPM6",2210,"LDCs (Least developed countries)",14,"Balance",10763.565,,7.43342,,1.82361,,0.0358,
2008,3503,"Balance of payments: Current account - BPM6",2211,"LDCs: Africa and Haiti",14,"Balance",22274.294,,23.15708,,5.6303,,0.1038,
2008,3503,"Balance of payments: Current account - BPM6",2213,"LDCs: Asia",14,"Balance",-10543.541,,-22.26533,,-5.6169,,-0.1253,
2008,3503,"Balance of payments: Current account - BPM6",2216,"LDCs: Islands",14,"Balance",-967.188,,-76.89957,,-14.00212,,-0.6247,
2008,3503,"Balance of payments: Current account - BPM6",222,"El Salvador",14,"Balance",-5115.11,,-60.97539,,-28.438,,-0.4386,
2008,3503,"Balance of payments: Current account - BPM6",2220,"LLDCs (Landlocked developing countries)",14,"Balance",35770.948,,24.85607,,7.2855,,0.1105,
2008,3503,"Balance of payments: Current account - BPM6",2221,"LDCs: Africa",14,"Balance",23891.835,,25.39521,,6.13873,,0.1127,
2008,3503,"Balance of payments: Current account - BPM6",2222,"LDCs: Islands and Haiti",14,"Balance",-2584.729,,-76.8015,,-19.39932,,-0.6234,
2008,3503,"Balance of payments: Current account - BPM6",2230,"SIDS (Small island developing States) (UNCTAD)",14,"Balance",-8616.162,,-23.6064,,-9.62831,,-0.1338,
2008,3503,"Balance of payments: Current account - BPM6",2231,"SIDS: Atlantic and Indian Ocean",14,"Balance",-4687.271,,-58.87998,,-29.08006,,-0.4172,
2008,3503,"Balance of payments: Current account - BPM6",2232,"SIDS: Caribbean",14,"Balance",-1432.035,,-5.80041,,-2.29626,,-0.0299,
2008,3503,"Balance of payments: Current account - BPM6",2233,"SIDS: Pacific",14,"Balance",-2496.855,,-64.85327,,-22.6874,,-0.4799,
2008,3503,"Balance of payments: Current account - BPM6",2250,"SIDS (Small island developing States) (UN-OHRLLS)",14,"Balance",8996.651,,2.14457,,2.10836,,0.0106,
2008,3503,"Balance of payments: Current account - BPM6",226,"Equatorial Guinea",14,"Balance",11903.842,,314.34131,,60.27292,,0.6112,
2008,3503,"Balance of payments: Current account - BPM6",231,"Ethiopia",14,"Balance",-5651.631,,-78.42592,,-22.06926,,-0.6451,
2008,3503,"Balance of payments: Current account - BPM6",232,"Eritrea",14,"Balance",-570.62,"Estimated",-97.7089,"Estimated",-41.34362,"Estimated",-0.9552,"Estimated"
2008,3503,"Balance of payments: Current account - BPM6",233,"Estonia",14,"Balance",-3082.703,,-22.64991,,-12.66372,,-0.1277,
2008,3503,"Balance of payments: Current account - BPM6",234,"Faroe Islands",14,"Balance",-89.608,,-9.51239,,,,-0.0499,
2008,3503,"Balance of payments: Current account - BPM6",2370,"Selected exporters of petroleum",14,"Balance",896824.94,,106.82857,,19.49527,,0.3482,
2008,3503,"Balance of payments: Current account - BPM6",2371,"Selected exporters of manufactured goods",14,"Balance",244795.284,,6.64836,,2.26569,,0.0322,
2008,3503,"Balance of payments: Current account - BPM6",2372,"Selected exporters of manufactured goods and primary commodities",14,"Balance",249488.249,,9.07736,,2.59339,,0.0434,
2008,3503,"Balance of payments: Current account - BPM6",2373,"Selected exporters of agricultural products",14,"Balance",-24556.453,,-12.73547,,-2.99711,,-0.068,
2008,3503,"Balance of payments: Current account - BPM6",2374,"Selected exporters of minerals and mining products",14,"Balance",-455.565,,-0.35857,,-0.1112,,-0.0018,
2008,3503,"Balance of payments: Current account - BPM6",2376,"Selected LIFDC (Low-income food-deficit countries)",14,"Balance",-178561.069,,-35.28086,,-10.22624,,-0.2142,
2008,3503,"Balance of payments: Current account - BPM6",2378,"LIFDC (Low-income food-deficit countries) (FAO)",14,"Balance",-188280.559,,-32.20053,,-9.17308,,-0.1919,
2008,3503,"Balance of payments: Current account - BPM6",238,"Falkland Islands (Malvinas)",14,"Balance",110,"Estimated",183.33333,"Estimated",,,0.4783,"Estimated"
2008,3503,"Balance of payments: Current account - BPM6",2411,"Net food-importing economies",14,"Balance",1190035.986,,13.53176,,3.56174,,0.0634,
2008,3503,"Balance of payments: Current account - BPM6",2412,"Net food-exporting economies",14,"Balance",-931718.001,,-13.9314,,-3.07345,,-0.0749,
2008,3503,"Balance of payments: Current account - BPM6",2413,"Net food-exporting developing economies",14,"Balance",-111584.53,,-5.93601,,-1.50451,,-0.0306,
2008,3503,"Balance of payments: Current account - BPM6",2414,"Net food-exporting transition economies",14,"Balance",-39857.862,,-27.3216,,-12.7288,,-0.1582,
2008,3503,"Balance of payments: Current account - BPM6",2415,"Net food-exporting developed economies",14,"Balance",-780275.609,,-16.73613,,-3.45532,,-0.0913,
2008,3503,"Balance of payments: Current account - BPM6",2416,"Major net food-exporting economies",14,"Balance",-867397.815,,-13.34363,,-2.89953,,-0.0715,
2008,3503,"Balance of payments: Current account - BPM6",242,"Fiji",14,"Balance",-1096.684,,-55.29851,,-31.12779,,-0.3822,
2008,3503,"Balance of payments: Current account - BPM6",2420,"Net food-importing developing economies",14,"Balance",995610.973,,28.87671,,9.04211,,0.1262,
2008,3503,"Balance of payments: Current account - BPM6",2421,"Net food-importing transition economies",14,"Balance",213439.305,,54.77739,,10.678,,0.215,
2008,3503,"Balance of payments: Current account - BPM6",2422,"Net food-importing developed economies",14,"Balance",-19014.293,,-0.38359,,-0.09019,,-0.0019,
2008,3503,"Balance of payments: Current account - BPM6",2423,"Major net food-importing economies",14,"Balance",1304177.333,,15.95324,,4.12428,,0.0739,
2008,3503,"Balance of payments: Current account - BPM6",246,"Finland",14,"Balance",19060.991,,22.2108,,6.6983,,0.1,
2008,3503,"Balance of payments: Current account - BPM6",2508,"Industrialized economies (UNIDO)",14,"Balance",-124401.119,,-1.11016,,-0.26721,,-0.0056,
2008,3503,"Balance of payments: Current account - BPM6",2509,"EIEs (Emerging Industrial Economies) (UNIDO)",14,"Balance",344470.882,,9.91528,,2.33587,,0.0472,
2008,3503,"Balance of payments: Current account - BPM6",251,"France",14,"Balance",-71806.694,,-10.65911,,-2.45496,,-0.0563,
2008,3503,"Balance of payments: Current account - BPM6",2510,"Emerging markets",14,"Balance",948436.318,,17.19732,,4.96437,,0.0792,
2008,3503,"Balance of payments: Current account - BPM6",2511,"Emerging markets: Africa",14,"Balance",24404.838,,13.60175,,3.09451,,0.0637,
2008,3503,"Balance of payments: Current account - BPM6",2512,"Emerging markets: America",14,"Balance",75989.092,,10.26044,,1.84387,,0.0488,
2008,3503,"Balance of payments: Current account - BPM6",2513,"Emerging markets: Asia",14,"Balance",751910.36,,20.7071,,6.87984,,0.0938,
2008,3503,"Balance of payments: Current account - BPM6",2514,"Emerging markets: Europe and Kazakhstan",14,"Balance",96132.028,,9.97401,,2.94356,,0.0475,
2008,3503,"Balance of payments: Current account - BPM6",258,"French Polynesia",14,"Balance",-1956.298,,-90.68592,,-27.5226,,-0.8296,
2008,3503,"Balance of payments: Current account - BPM6",2611,"HIPCs (Heavily indebted poor countries) (IMF)",14,"Balance",-28027.17,,-25.17102,,-7.20253,,-0.144,
2008,3503,"Balance of payments: Current account - BPM6",262,"Djibouti",14,"Balance",-505.32,,-88.01399,,-51.76376,,-0.7859,
2008,3503,"Balance of payments: Current account - BPM6",2621,"High-income developing economies",14,"Balance",951597.405,,22.74342,,6.73136,,0.1021,
2008,3503,"Balance of payments: Current account - BPM6",2622,"Middle-income developing economies",14,"Balance",-41520.244,,-3.93516,,-1.04041,,-0.0201,
2008,3503,"Balance of payments: Current account - BPM6",2623,"Low-income developing economies",14,"Balance",-27049.479,,-30.16408,,-8.38985,,-0.1776,
2008,3503,"Balance of payments: Current account - BPM6",2624,"Low-income economies (World Bank)",14,"Balance",-30526.278,,-33.27171,,-9.42931,,-0.1996,
2008,3503,"Balance of payments: Current account - BPM6",2625,"Lower-middle-income economies (World Bank)",14,"Balance",-157097.547,,-15.50985,,-4.21814,,-0.0841,
2008,3503,"Balance of payments: Current account - BPM6",2626,"Upper-middle-income economies (World Bank)",14,"Balance",689685.195,,22.33943,,5.0665,,0.1005,
2008,3503,"Balance of payments: Current account - BPM6",2627,"High-income economies (World Bank)",14,"Balance",-249929.199,,-2.2107,,-0.53837,,-0.0112,
2008,3503,"Balance of payments: Current account - BPM6",2628,"High-income OECD members (World Bank)",14,"Balance",-706323.183,,-7.10528,,-1.61057,,-0.0368,
2008,3503,"Balance of payments: Current account - BPM6",2629,"High-income non OECD members (World Bank)",14,"Balance",456393.984,,33.44526,,19.86876,,0.1433,
2008,3503,"Balance of payments: Current account - BPM6",266,"Gabon",14,"Balance",6959.64,,324.71345,,44.87607,,0.6188,
2008,3503,"Balance of payments: Current account - BPM6",268,"Georgia",14,"Balance",-3936.983,,-63.25024,,-29.2491,,-0.4625,
2008,3503,"Balance of payments: Current account - BPM6",270,"Gambia",14,"Balance",-68.712,,-25.05775,,-4.39961,,-0.1432,
2008,3503,"Balance of payments: Current account - BPM6",2710,"BASIC",14,"Balance",240488.54,,15.23668,,3.06572,,0.0708,
2008,3503,"Balance of payments: Current account - BPM6",2711,"BRICS",14,"Balance",418113.94,,22.39466,,4.39124,,0.1007,
2008,3503,"Balance of payments: Current account - BPM6",275,"State of Palestine",14,"Balance",-3132.082,,-79.432,,-42.84419,,-0.6588,
2008,3503,"Balance of payments: Current account - BPM6",276,"Germany",14,"Balance",270851.386,,24.08629,,7.26111,,0.1075,
2008,3503,"Balance of payments: Current account - BPM6",288,"Ghana",14,"Balance",-4998.77,,-48.68063,,-13.23787,,-0.3217,
2008,3503,"Balance of payments: Current account - BPM6",292,"Gibraltar",14,"Balance",-489.291,"Estimated",-63.35578,"Estimated",,,-0.4637,"Estimated"
2008,3503,"Balance of payments: Current account - BPM6",296,"Kiribati",14,"Balance",-62.878,,-87.26155,,-44.58031,,-0.774,
2008,3503,"Balance of payments: Current account - BPM6",300,"Greece",14,"Balance",-65250.066,,-66.92967,,-18.40758,,-0.503,
2008,3503,"Balance of payments: Current account - BPM6",304,"Greenland",14,"Balance",-407.292,,-45.51908,,-16.2976,,-0.2947,
2008,3503,"Balance of payments: Current account - BPM6",308,"Grenada",14,"Balance",-298.297,,-88.05459,,-36.11436,,-0.7866,
2008,3503,"Balance of payments: Current account - BPM6",3101,"AMU (Arab Maghreb Union)",14,"Balance",54811.795,,45.14091,,13.4047,,0.1841,
2008,3503,"Balance of payments: Current account - BPM6",3102,"COMESA (Common Market for Eastern and Southern Africa)",14,"Balance",-1592.245,,-1.03204,,-0.2974,,-0.0052,
2008,3503,"Balance of payments: Current account - BPM6",3103,"ECCAS (Economic Community of Central African States)",14,"Balance",68531.736,,149.55139,,34.1532,,0.4278,
2008,3503,"Balance of payments: Current account - BPM6",3104,"ECOWAS (Economic Community of West African States)",14,"Balance",36187.243,,47.90569,,7.73337,,0.1932,
2008,3503,"Balance of payments: Current account - BPM6",3105,"MRU (Mano River Union)",14,"Balance",2611.098,,27.55423,,7.50411,,0.1211,
2008,3503,"Balance of payments: Current account - BPM6",3106,"SADC (Southern African Development Community)",14,"Balance",28803.785,,18.13156,,5.61507,,0.0831,
2008,3503,"Balance of payments: Current account - BPM6",3107,"CEMAC (Economic and Monetary Community of Central Africa)",14,"Balance",26436.57,,157.36761,,30.85784,,0.4404,
2008,3503,"Balance of payments: Current account - BPM6",3108,"WAEMU (West African Economic and Monetary Union)",14,"Balance",-3239.062,,-14.87505,,-4.08881,,-0.0804,
2008,3503,"Balance of payments: Current account - BPM6",3109,"CEPGL (Economic Community of the Great Lakes Countries)",14,"Balance",-752.267,,-9.46094,,-2.86458,,-0.0497,
2008,3503,"Balance of payments: Current account - BPM6",3110,"EAC (East African Community)",14,"Balance",-11829.972,,-51.62305,,-13.27918,,-0.3479,
2008,3503,"Balance of payments: Current account - BPM6",3111,"SACU (Southern African Customs Union)",14,"Balance",-3782.15,,-3.69649,,-1.2147,,-0.0188,
2008,3503,"Balance of payments: Current account - BPM6",3112,"CEN-SAD (Community of Sahel-Saharan States)",14,"Balance",36396.185,,16.66997,,3.85939,,0.0769,
2008,3503,"Balance of payments: Current account - BPM6",3113,"IGAD (Intergovernmental Authority on Development)",14,"Balance",-11256.626,,-34.99967,,-7.57381,,-0.2121,
